"id","primary_name","prefixes","total.dois","current.dois","backfile.dois","flags.deposits.abstracts.current","coverge.abstracts.current","flags.deposits.abstracts.backfile","coverge.abstracts.backfile"
1363,"Japanese Society for Horticultural Science","10.2503","6476","246","6230","FALSE","0","FALSE","0"
1364,"WARC Limited","10.2501","1028","98","930","FALSE","0","FALSE","0"
1369,"Indiana University Center for Genomics and Bioinformatics (CGB)","10.2506","20","0","20","FALSE","0","FALSE","0"
1376,"Japanese Society of Animal Science","10.2508","6294","49","6245","FALSE","0","FALSE","0"
1379,"Pacific Northwest Fungi Project","10.2509","112","0","112","FALSE","0","FALSE","0"
1383,"Japanese Society for Palliative Medicine","10.2512","557","101","456","FALSE","0","FALSE","0"
1425,"EMW Publishing","10.2528","9952","1239","8713","FALSE","0","FALSE","0"
1427,"Patricia Seybold Group (PSG)","10.1571","1288","2","1286","FALSE","0","FALSE","0"
1433,"Japanese Society of Spinal Surgery","10.2531","1772","101","1671","FALSE","0","FALSE","0"
1437,"Japan Society of Naval Architects and Ocean Engineers","10.2534","6027","57","5970","FALSE","0","FALSE","0"
1442,"Swiss Chemical Society","10.2533","2737","336","2401","TRUE","0.160714283585548","FALSE","0"
1443,"Department of Anatomy Keio University School of Medicine","10.2535","2672","14","2658","FALSE","0","FALSE","0"
1444,"Japanese Society of Veterinary Dermatology","10.2736","341","26","315","FALSE","0","FALSE","0"
1449,"Frontiers in Bioscience","10.2741","6499","366","6133","FALSE","0","FALSE","0"
1470,"Japan Society of Drug Delivery System","10.2745","1526","114","1412","FALSE","0","FALSE","0"
1485,"International Association for Bridge and Structural Engineering (IABSE)","10.2749","4729","0","4729","FALSE","0","FALSE","0"
1518,"Japan Pancreas Society","10.2958","998","92","906","FALSE","0","FALSE","0"
1524,"Japan Laser Processing Society","10.2961","741","92","649","FALSE","0","FALSE","0"
1526,"The Japan Society of Thermophysical Properties","10.2963","430","9","421","FALSE","0","FALSE","0"
1527,"Japan Society of Information and Knowledge","10.2964","1028","91","937","FALSE","0","FALSE","0"
1554,"Research Institute for Mathematical Sciences, Kyoto University","10.2977","462","0","462","FALSE","0","FALSE","0"
1556,"Society of Advanced Science","10.2978","1384","15","1369","FALSE","0","FALSE","0"
1565,"East African Natural History Society","10.2982","288","11","277","FALSE","0","FALSE","0"
1566,"National Shellfisheries Association","10.2983","1628","168","1460","FALSE","0","FALSE","0"
1567,"Pacific Science","10.2984","539","78","461","FALSE","0","FALSE","0"
1568,"Cactus and Succulent Society of America","10.2985","956","101","855","FALSE","0","FALSE","0"
1569,"The American Mosquito Control Association","10.2987","1203","115","1088","TRUE","0.191304340958595","FALSE","0"
1577,"Radiological Society of North America (RSNA)","10.1148","63235","1970","61265","FALSE","0","FALSE","0"
1589,"Japanese Association for Chest Surgery","10.2995","11630","345","11285","FALSE","0","FALSE","0"
1591,"Carnegie Museum of Natural History","10.2992","240","16","224","FALSE","0","FALSE","0"
1593,"Brazilian Herpetological Society","10.2994","387","56","331","FALSE","0","FALSE","0"
1602,"Society of Nuclear Medicine","10.2967","5237","828","4409","FALSE","0","FALSE","0"
1604,"American Educational Research Association (AERA)","10.3102","13737","475","13262","TRUE","0.482105255126953","TRUE","0.00120645458810031"
1606,"Harvard University Botany Libraries","10.3100","417","65","352","FALSE","0","FALSE","0"
1607,"Kentucky Academy of Science","10.3101","199","11","188","FALSE","0","FALSE","0"
1635,"Graduate School of Environmental Science, Okayama University","10.3107","37","1","36","FALSE","0","FALSE","0"
1646,"Institute of Physical Optics","10.3116","526","50","476","FALSE","0","FALSE","0"
1647,"New England Botanical Club","10.3119","542","58","484","FALSE","0","FALSE","0"
1648,"California Botanical Society","10.3120","660","68","592","FALSE","0","FALSE","0"
1655,"Japanese Society for Root Research","10.3117","410","18","392","FALSE","0","FALSE","0"
1658,"American Board of Family Medicine (ABFM)","10.3122","2631","317","2314","FALSE","0","FALSE","0"
1664,"Japanese Environmental Mutagen Society","10.3123","293","0","293","FALSE","0","FALSE","0"
1667,"Society of Exploration Geophysicists of Japan","10.3124","412","30","382","FALSE","0","FALSE","0"
