id,primary_name,count_current_type,deposits_abstracts_current,abstracts_current_type
78,Elsevier BV,524297,TRUE,0.2004550855717275
297,Springer Science and Business Media LLC,168621,TRUE,0.9999940695405674
54368,openRxiv,154747,TRUE,0.9999935378391827
3145,Copernicus GmbH,89939,TRUE,0.9399704243987592
1086,American Association for Cancer Research (AACR),88854,TRUE,1
1968,MDPI AG,75120,TRUE,0.9997603833865815
15934,Center for Open Science,55706,TRUE,0.9458406634832873
54080,The Conversation,52544,FALSE,0
311,Wiley,38606,TRUE,0.8101331399264363
316,American Chemical Society (ACS),26734,TRUE,0.936859429939403
8761,Research Square Platform LLC,16328,TRUE,1
31795,Front Matter,14432,TRUE,0.9966047671840355
1010,JMIR Publications Inc.,13309,TRUE,0.9972950634908708
263,Institute of Electrical and Electronics Engineers (IEEE),11917,TRUE,0.9732315179994965
37393,Staatliche Kunstsammlungen Dresden,9257,TRUE,1
4374,"eLife Sciences Publications, Ltd",8430,TRUE,1
18300,Ryerson University Library and Archives,8107,TRUE,1
8674,Universitas Muhammadiyah Sidoarjo,5514,TRUE,0
29705,California Digital Library (CDL),5108,TRUE,0.9847298355520752
285,Optica Publishing Group,4046,TRUE,1
17262,Qeios Ltd,3145,TRUE,1
257,Geological Society of America,2970,TRUE,1
56,Cambridge University Press (CUP),2771,TRUE,1
33966,Open Engineering Inc,2546,TRUE,0.9567949725058916
56385,Mongabay,2446,FALSE,0
530,FapUNIFESP (SciELO),2350,TRUE,0.991063829787234
2560,F1000 Research Ltd,2302,TRUE,0.5973066898349262
22980,Morressier GmbH,2247,FALSE,0
30676,Cassyni,2247,TRUE,0.9746328437917223
1167,American Diabetes Association,2200,TRUE,1
10196,NPG Publishing,1954,TRUE,1
37285,Polygence,1665,FALSE,0
5403,ScienceOpen,1533,TRUE,0.9889106327462492
12730,Karolinska Institutet,1424,TRUE,1
7078,"ZappyLab, Inc.",1379,TRUE,1
242,CABI Publishing,1195,TRUE,0.04686192468619247
345,Microbiology Society,1084,TRUE,1
861,Society of Petroleum Engineers (SPE),1079,TRUE,0
179,SAGE Publications,904,TRUE,0.7599557522123894
26239,Applied Energy Innovation Institute (AEii),879,FALSE,0
53665,Faculti Media Limited,856,TRUE,0.7850467289719626
31336,Fund Science and Culture Support Centre,728,TRUE,0
11875,Even3,688,TRUE,1
3992,The Society of Naval Architects and Marine Engineers,676,TRUE,0
9794,Society for Artistic Research,605,TRUE,0.9884297520661157
2258,Pensoft Publishers,532,TRUE,1
5801,The Hong Kong University of Science and Technology Library,511,FALSE,0
12952,University of Tennessee,491,TRUE,1
7569,University of Ottawa Library,394,TRUE,0.002538071065989848
237,The Company of Biologists,349,TRUE,0
10438,Bucharest University of Economic Studies,314,TRUE,0
25732,Universitatsbibliothek Bamberg,314,TRUE,0
18353,Dominican University of California,298,TRUE,0
49317,DeSci Labs AG,289,FALSE,0
14217,"Colorado College, Tutt Library",260,FALSE,0
8634,Russian Research Anti-Plague Institute Microbe,253,TRUE,1
19448,Cifra Ltd - Russian Agency for Digital Standardization (RADS),238,TRUE,0.1764705882352941
7980,University of Southern Mississippi,236,TRUE,0
22755,University of the Free State,234,TRUE,1
9621,PubPub,228,FALSE,0
10286,Crossref,228,TRUE,0.9736842105263158
54718,Shenzhen Medical Academy of Research and Translation,222,TRUE,1
3180,Amsterdam University Press,215,TRUE,1
48409,Paideia Studio (publications),210,TRUE,0.7714285714285714
8410,OAE Publishing Inc.,161,TRUE,0
54601,China Humanities Publishing House,160,FALSE,0
2086,Beilstein Institut,159,TRUE,1
48802,Earthquake Insights,137,FALSE,0
53832,The Balagha Corpus,137,TRUE,1
4043,EMBL-EBI,133,TRUE,0.8195488721804511
13290,University Goettingen,126,TRUE,0
48263,"Center for Scientific Research and Development in Higher Education Institutes, Ministry of Education",121,FALSE,0
10490,"Institute of Marine Engineering, Science and Technology (IMarEST)",111,TRUE,0
55228,Cifra Ltd – Russian Agency for Digital Standardization (RADS) publishing,98,TRUE,0.163265306122449
5183,American Society of Agricultural and Biological Engineers (ASABE),96,TRUE,1
7822,Test accounts,96,TRUE,0
8607,Federal Reserve Bank of Minneapolis,93,FALSE,0
10777,Florida International University,78,TRUE,0
10792,UNISA Press,72,TRUE,1
5433,UCL Press,67,TRUE,0
7524,Wageningen University and Research,67,TRUE,0
14073,University of Missouri Libraries,66,TRUE,0
50945,CarbonPlan,65,FALSE,0
77,The Electrochemical Society,61,TRUE,0.9836065573770492
38752,Universidad Estatal Amazónica,57,TRUE,0
6221,National Institute for Health and Care Research,52,TRUE,1
11293,The Royal Society of Tasmania,51,TRUE,1
11508,"James P. Adams Library, Rhode Island College",51,TRUE,1
4923,Open Book Publishers,47,TRUE,0
29671,Mekong River Commission,45,TRUE,0
3774,IntechOpen,44,TRUE,1
7597,Brepols Publishers NV,39,TRUE,1
11224,Victoria University of Wellington Library,37,TRUE,1
32269,International Labour Organization,36,TRUE,0.9166666666666667
48891,Sunrise International Education Inc.,35,FALSE,0
56473,imperix Ltd,34,TRUE,1
246,Cold Spring Harbor Laboratory,33,TRUE,1
56895,Science Education Resource Center at Carleton College,33,TRUE,1
14,American Mathematical Society (AMS),32,TRUE,0
19348,Instituto Nacional de Salud - Direccion de Vigilancia y Analisis del Riesgo en Salud Publica,32,TRUE,0
6626,The University of Iowa,31,TRUE,1
22141,CALNESTOR Knowledge Solutions Private Limited,31,FALSE,0
53175,"Nexus Platforms, Inc.",28,FALSE,0
2184,"Wolfram Research, Inc.",27,TRUE,0
37050,NDT.net GmbH & Co. KG,25,TRUE,0
11938,Universidad de Concepcion,23,TRUE,0
35667,"University of Denver, University Libraries",23,TRUE,0
8945,Rhodes University,21,TRUE,1
14238,Williams College,21,TRUE,0
3748,Purdue University Press,17,TRUE,0
6011,Vasyl Stefanyk Precarpathian National University,17,TRUE,1
38766,The Institute of Reflective Investigations & Specialization,17,TRUE,0.7058823529411765
55222,21 September University for Medical and Applied Sciences,16,TRUE,0
11044,Federal Reserve Bank of Cleveland,15,TRUE,1
51602,Ideal Teachers' Training College,15,TRUE,1
54657,Emerge Publications,15,TRUE,0.06666666666666667
2796,SAE International,14,TRUE,0
6672,The University of Kansas,13,TRUE,0
39001,"The Journal of Emerging Investigators, Inc.",13,TRUE,0
48717,Curvenote Inc.,13,TRUE,1
49114,Atomic Academia Ltd,13,TRUE,1
50417,"Institute of Mining, Ural Branch of the Russian Academy of Sciences",13,TRUE,0
54014,Interactives Press Ltd,13,TRUE,1
56924,Proofbox GmbH,13,TRUE,0.9230769230769231
5390,BCS Learning & Development Ltd,12,TRUE,0.9166666666666667
30474,North Carolina State University,12,TRUE,0
36756,SMW Supporting Association,12,TRUE,0
281,MIT Press,11,TRUE,0
1073,Pontificia Universidad Catolica de Valparaiso,11,TRUE,0
8901,AIJR Publisher,11,TRUE,1
38670,EYA Academy,11,TRUE,0
34163,Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,10,FALSE,0
39174,Science Colab,10,TRUE,1
33493,O P Jindal Global University,8,TRUE,0
55413,Münchner Gesellschaft zur Förderung der Wirtschaftswissenschaft – CESifo GmbH,8,TRUE,0
3842,MathDoc/Centre Mersenne,7,TRUE,0
23910,Editora Alumniin,7,TRUE,0
26493,Tree of Evolution,7,FALSE,0
27081,Professionals On Line SAC,7,TRUE,1
33332,Berlin Exchange,7,FALSE,0
47652,Dutch Research Council (NWO),7,TRUE,0.8571428571428571
